code,name,date,area_ha
10627,Submédio São Francisco,4/2019,120976.52990657352
10628,Médio São Francisco,4/2019,328217.31322109635
10629,Alto São Francisco,4/2019,124079.23612119448
10626,Baixo São Francisco,5/2019,19515.09816721912
10627,Submédio São Francisco,5/2019,120505.83587187434
10628,Médio São Francisco,5/2019,329746.7983170936
10629,Alto São Francisco,5/2019,124302.20241693618
10626,Baixo São Francisco,6/2019,19393.092367036737
10627,Submédio São Francisco,6/2019,120738.2555854472
10628,Médio São Francisco,6/2019,326625.0796367522
10629,Alto São Francisco,6/2019,123207.53733403231
10626,Baixo São Francisco,7/2019,19574.44384435448
10627,Submédio São Francisco,7/2019,120624.46609861248
10628,Médio São Francisco,7/2019,324228.3638678864
10629,Alto São Francisco,7/2019,105299.41200015249
10626,Baixo São Francisco,8/2019,19374.75279966907
10627,Submédio São Francisco,8/2019,121298.98420088108
10628,Médio São Francisco,8/2019,321178.24139442603
10629,Alto São Francisco,8/2019,119569.3745133711
10626,Baixo São Francisco,9/2019,19554.96068237175
10627,Submédio São Francisco,9/2019,119768.25566360724
10628,Médio São Francisco,9/2019,315772.47605532536
10629,Alto São Francisco,9/2019,116218.48807858244
10626,Baixo São Francisco,10/2019,19850.398115695643
10627,Submédio São Francisco,10/2019,118825.3526719506
10628,Médio São Francisco,10/2019,303734.2945315542
10629,Alto São Francisco,10/2019,112480.84122564584
10626,Baixo São Francisco,11/2019,19685.082023633768
10627,Submédio São Francisco,11/2019,117228.84511660229
10628,Médio São Francisco,11/2019,296376.8991004064
10629,Alto São Francisco,11/2019,107506.46778842332
10626,Baixo São Francisco,12/2019,19520.333725843968
10627,Submédio São Francisco,12/2019,117232.3507198162
10628,Médio São Francisco,12/2019,302500.20969248586
10629,Alto São Francisco,12/2019,104110.38846646376
10626,Baixo São Francisco,1/2020,19813.642099803637
10627,Submédio São Francisco,1/2020,116952.75160939652
10628,Médio São Francisco,1/2020,324500.7897872005
10629,Alto São Francisco,1/2020,113309.52154361962
10626,Baixo São Francisco,2/2020,19940.919879429435
10627,Submédio São Francisco,2/2020,123230.62825156748
10628,Médio São Francisco,2/2020,349966.6191053376
10629,Alto São Francisco,2/2020,118070.66378085031
10626,Baixo São Francisco,3/2020,19875.97196194481
10627,Submédio São Francisco,3/2020,119381.44760760924
10628,Médio São Francisco,3/2020,344445.5703909342
10629,Alto São Francisco,3/2020,133916.97704138857
10626,Baixo São Francisco,4/2020,20818.925519932305
10627,Submédio São Francisco,4/2020,127110.78433588592
10628,Médio São Francisco,4/2020,435178.9418980056
10629,Alto São Francisco,4/2020,139033.55472379344
10626,Baixo São Francisco,5/2020,21517.11517189757
10627,Submédio São Francisco,5/2020,130004.36531652698
10628,Médio São Francisco,5/2020,451111.5070489995
10629,Alto São Francisco,5/2020,137521.59943122097
10626,Baixo São Francisco,6/2020,20226.811967027465
10627,Submédio São Francisco,6/2020,131457.649481645
10628,Médio São Francisco,6/2020,449965.0160466919
10629,Alto São Francisco,6/2020,135807.5359164311
10626,Baixo São Francisco,7/2020,20260.53947073957
10627,Submédio São Francisco,7/2020,137181.18247198957
10628,Médio São Francisco,7/2020,445466.1055697414
10629,Alto São Francisco,7/2020,135042.6524739686
10626,Baixo São Francisco,8/2020,20111.678832521386
10627,Submédio São Francisco,8/2020,138254.47642013078
10628,Médio São Francisco,8/2020,434056.25174465385
10629,Alto São Francisco,8/2020,129586.2325909467
10626,Baixo São Francisco,9/2020,21276.16622781756
10627,Submédio São Francisco,9/2020,135288.50606005327
10628,Médio São Francisco,9/2020,416645.0057095959
10629,Alto São Francisco,9/2020,123652.82388978275
10626,Baixo São Francisco,10/2020,22081.853503403712
10627,Submédio São Francisco,10/2020,132704.66435997034
10628,Médio São Francisco,10/2020,402347.3088456656
10629,Alto São Francisco,10/2020,119417.8517199826
10626,Baixo São Francisco,11/2020,20438.500842340443
10627,Submédio São Francisco,11/2020,130060.84494473969
10628,Médio São Francisco,11/2020,350549.0339701007
10629,Alto São Francisco,11/2020,109870.46175900388
10626,Baixo São Francisco,12/2020,21337.90600431931
10627,Submédio São Francisco,12/2020,128349.13144340397
10628,Médio São Francisco,12/2020,384622.3193520202
10629,Alto São Francisco,12/2020,108624.66354571884
10626,Baixo São Francisco,1/2021,18828.02802345519
10627,Submédio São Francisco,1/2021,118900.93743226078
10628,Médio São Francisco,1/2021,369703.9739094152
10629,Alto São Francisco,1/2021,116002.62166384756
10626,Baixo São Francisco,2/2021,18777.386660887627
10627,Submédio São Francisco,2/2021,122956.54780841975
10628,Médio São Francisco,2/2021,330085.6555412949
10629,Alto São Francisco,2/2021,109971.55630774818
10626,Baixo São Francisco,3/2021,19715.99143030075
10627,Submédio São Francisco,3/2021,125561.53556981754
10628,Médio São Francisco,3/2021,390862.1108950364
10629,Alto São Francisco,3/2021,122532.94239148677
10626,Baixo São Francisco,4/2021,20024.650444475712
10627,Submédio São Francisco,4/2021,123428.76608447728
10628,Médio São Francisco,4/2021,386064.1147028464
10629,Alto São Francisco,4/2021,122076.83369262988
10626,Baixo São Francisco,5/2021,19490.940410360443
10627,Submédio São Francisco,5/2021,125424.73010951727
10628,Médio São Francisco,5/2021,388642.9024048249
10629,Alto São Francisco,5/2021,119982.26066280394
10626,Baixo São Francisco,6/2021,19458.0927575886
10627,Submédio São Francisco,6/2021,121172.50024114396
10628,Médio São Francisco,6/2021,378305.7808214222
10629,Alto São Francisco,6/2021,119497.25298939255
10626,Baixo São Francisco,7/2021,19384.411484071137
10627,Submédio São Francisco,7/2021,122682.46153005004
10628,Médio São Francisco,7/2021,369628.88271503226
10629,Alto São Francisco,7/2021,115487.47437629385
10626,Baixo São Francisco,8/2021,19063.51352966337
10627,Submédio São Francisco,8/2021,126887.14090710889
10628,Médio São Francisco,8/2021,363959.1379027409
10629,Alto São Francisco,8/2021,112723.76168780137
10626,Baixo São Francisco,9/2021,20573.08327350432
10627,Submédio São Francisco,9/2021,129032.50824227094
10628,Médio São Francisco,9/2021,359440.0559367015
10629,Alto São Francisco,9/2021,112352.10571682335
10626,Baixo São Francisco,10/2021,20407.870669961343
10627,Submédio São Francisco,10/2021,126854.38038962152
10628,Médio São Francisco,10/2021,336063.4043368218
10629,Alto São Francisco,10/2021,105496.71972953304
10626,Baixo São Francisco,11/2021,19686.85629985525
10627,Submédio São Francisco,11/2021,121612.56033950954
10628,Médio São Francisco,11/2021,331993.7725277023
10629,Alto São Francisco,11/2021,103606.95894901312
10626,Baixo São Francisco,12/2021,19547.24497290224
10627,Submédio São Francisco,12/2021,120938.19048063304
10628,Médio São Francisco,12/2021,337458.0486906805
10629,Alto São Francisco,12/2021,105743.39730089068
